1.56047260744 0.0151537089019 0.0 
1.75512848864 -0.028009711266 0.52 
0.439917681979 -0.0950507275925 0.811 
-1.20390066374 -0.0921083427002 1.117 
0.407012646681 0.121777524395 1.414 
2.81538934486 0.115202898728 1.719 
4.10681655875 -0.175846492767 2.018 
-0.104442390825 -0.109958157439 2.311 
-0.588811868673 -0.00814187158413 2.6 
1.02571928302 -0.110840904983 2.892 
6.58666881579 -0.0551037396053 3.19 
1.30084475148 -0.156377948711 3.572 
-0.160193158747 -0.0804723024074 3.826 
-1.6635736804 -0.137811673124 4.061 
1.25826064391 -0.0979111302194 4.347 
0.433914764435 -0.159494674307 4.749 
1.10656993774 -0.14014521768 5.104 
4.87867551948 0.00357527792354 5.366
